,COLLECTTIME,ENODEBID,CELLID,CELLNAME,ERAB_SR,ERAB_DR,X2_HOSR,IRAT_HOSR,IntraFreq_HOSR,DL_Thr_Mbps,UL_Thr_Mbps,PS_DL_Traf_MB,MS-BS_Distance,ERAB_DR_Usr
0,2021-08-25,13103,21,GUAAB103_L01A,0.97,1.75,92.47,,94.49,15.99,1.46,4351.24,1.32,4.06
1,2021-08-25,13103,22,GUAAB103_L01B,0.99,0.78,91.92,,92.68,9.03,2.16,7282.81,1.83,0.99
2,2021-08-25,13103,23,GUAAB103_L01C,1.0,0.3,95.51,,93.67,9.09,1.55,29485.31,1.55,0.38
3,2021-08-25,13103,31,GUAAB103_L03A,1.0,0.04,95.92,100.0,98.37,24.96,4.14,76963.68,0.82,0.07
4,2021-08-25,13103,32,GUAAB103_L03B,1.0,0.06,99.19,92.11,99.26,23.23,2.38,45755.89,1.27,0.16
5,2021-08-25,13103,33,GUAAB103_L03C,1.0,0.08,98.29,98.05,98.98,20.25,3.34,49737.14,0.88,0.13
6,2021-08-25,13104,21,GUANG104_L01A,1.0,0.13,99.26,75.0,99.3,15.47,3.66,2737.17,2.0,0.63
7,2021-08-25,13104,22,GUANG104_L01B,1.0,0.04,99.44,100.0,99.56,27.28,5.1,3893.5,0.8,0.19
8,2021-08-25,13104,23,GUANG104_L01C,1.0,0.0,94.74,100.0,97.06,27.07,4.12,576.09,0.6,0.99
9,2021-08-25,13104,31,GUANG104_L03A,1.0,0.11,99.17,90.0,99.17,21.68,5.0,91279.94,1.23,0.18
10,2021-08-25,13104,32,GUANG104_L03B,1.0,0.12,99.32,100.0,99.38,13.91,3.98,50742.96,1.94,0.26
11,2021-08-25,13104,33,GUANG104_L03C,1.0,0.12,97.92,93.33,98.76,23.15,2.11,28420.23,0.78,0.19
12,2021-08-25,13105,21,GUANG105_L01A,1.0,0.33,98.77,,98.85,12.91,3.52,3448.39,2.04,0.77
13,2021-08-25,13105,22,GUANG105_L01B,1.0,0.11,97.99,,98.03,11.3,3.54,1660.13,2.16,0.72
14,2021-08-25,13105,23,GUANG105_L01C,1.0,0.29,93.54,90.48,94.16,10.94,2.83,5930.75,1.89,0.54
15,2021-08-25,13105,31,GUANG105_L03A,1.0,0.24,98.92,,98.96,12.26,2.52,30859.18,1.76,0.61
16,2021-08-25,13105,32,GUANG105_L03B,1.0,0.08,99.32,,99.34,13.44,2.56,33095.23,2.11,0.37
17,2021-08-25,13105,33,GUANG105_L03C,1.0,0.16,99.21,100.0,99.25,11.82,2.15,85065.64,1.84,0.28
18,2021-08-25,13110,21,GUANG110_L01A,0.97,1.55,100.0,,100.0,18.02,6.16,538.1,1.84,4.19
19,2021-08-25,13110,22,GUANG110_L01B,1.0,0.09,96.91,,96.59,19.46,2.32,4017.59,1.77,0.26
20,2021-08-25,13110,23,GUANG110_L01C,1.0,0.69,91.33,,91.88,14.7,2.91,134.56,2.53,4.47
21,2021-08-25,13110,31,GUANG110_L03A,1.0,0.1,98.97,99.11,98.99,20.94,2.39,45240.54,1.59,0.16
22,2021-08-25,13110,32,GUANG110_L03B,1.0,0.13,98.94,97.98,98.06,15.58,2.95,87571.93,2.87,0.23
23,2021-08-25,13110,33,GUANG110_L03C,1.0,0.1,97.55,95.0,97.64,17.4,3.8,22467.74,3.02,0.36
24,2021-08-25,13111,21,GUANG111_L01A,1.0,0.0,,,100.0,16.24,1.44,9.27,1.65,9.09
25,2021-08-25,13111,22,GUANG111_L01B,0.99,0.19,99.33,,99.33,13.24,1.83,694.27,3.49,0.91
26,2021-08-25,13111,23,GUANG111_L01C,0.99,1.46,100.0,,94.12,14.02,1.36,644.9,3.87,2.15
27,2021-08-25,13111,31,GUANG111_L03A,1.0,0.18,100.0,,100.0,20.42,5.3,52.14,1.2,0.36
28,2021-08-25,13111,32,GUANG111_L03B,1.0,0.13,98.94,99.22,98.96,32.43,2.41,50816.31,3.43,0.23
29,2021-08-25,13111,33,GUANG111_L03C,1.0,0.19,98.18,100.0,98.48,17.79,2.38,1650.24,2.15,0.25
30,2021-08-25,13112,21,GUAAB112_L01A,1.0,0.4,95.69,,96.69,14.29,2.17,806.66,0.81,0.93
31,2021-08-25,13112,22,GUAAB112_L01B,1.0,0.45,98.06,,98.04,11.31,1.56,1325.64,1.02,0.9
32,2021-08-25,13112,23,GUAAB112_L01C,1.0,0.19,98.5,,98.62,36.18,2.35,4869.04,0.74,0.33
33,2021-08-25,13112,31,GUAAB112_L03A,1.0,0.12,99.18,96.43,99.38,30.28,3.12,25578.43,0.71,0.24
34,2021-08-25,13112,32,GUAAB112_L03B,1.0,0.22,99.1,100.0,99.16,16.45,2.38,24440.16,0.86,0.34
35,2021-08-25,13112,33,GUAAB112_L03C,1.0,0.01,99.06,100.0,99.16,41.53,3.85,88114.31,0.44,0.04
36,2021-08-25,13116,21,GUABC116_L01A,1.0,0.17,96.01,,95.72,15.88,2.32,778.45,2.85,1.63
37,2021-08-25,13116,22,GUABC116_L01B,1.0,0.04,92.64,,93.7,12.74,2.38,17916.73,0.78,0.24
38,2021-08-25,13116,23,GUABC116_L01C,1.0,0.0,98.32,,98.57,13.8,3.18,116.63,0.69,0.36
39,2021-08-25,13116,31,GUABC116_L03A,1.0,0.04,98.87,,98.87,22.06,2.71,42322.34,2.45,0.36
40,2021-08-25,13116,32,GUABC116_L03B,1.0,0.03,95.62,,96.55,17.71,3.75,88995.32,0.72,0.08
41,2021-08-25,13116,33,GUABC116_L03C,1.0,0.05,98.98,,99.04,17.1,6.62,4175.88,0.65,0.52
42,2021-08-25,13117,21,GUASB117_L01A,1.0,0.1,85.39,,85.98,9.0,3.8,9003.4,1.34,0.38
43,2021-08-25,13117,22,GUASB117_L01B,1.0,0.0,89.47,,93.15,16.32,1.88,2815.25,0.85,0.26
44,2021-08-25,13117,23,GUASB117_L01C,0.97,1.7,100.0,,74.22,16.53,5.01,860.16,0.84,5.62
45,2021-08-25,13117,31,GUASB117_L03A,1.0,0.1,98.75,100.0,98.97,13.31,2.99,120142.26,1.22,0.22
46,2021-08-25,13117,32,GUASB117_L03B,1.0,0.08,99.12,99.6,99.0,9.11,2.61,98718.09,1.42,0.26
47,2021-08-25,13117,33,GUASB117_L03C,1.0,0.16,52.38,98.65,93.2,19.87,1.86,32907.57,0.8,0.15
48,2021-08-25,13118,21,GUASB118_L01A,1.0,0.24,73.81,,75.0,9.8,1.34,219.89,1.36,1.65
49,2021-08-25,13118,22,GUASB118_L01B,1.0,0.02,85.23,,85.56,12.84,1.7,3642.85,1.54,0.11
50,2021-08-25,13118,23,GUASB118_L01C,1.0,0.23,96.55,,97.28,11.15,2.44,314.58,1.86,0.46
51,2021-08-25,13118,31,GUASB118_L03A,1.0,0.12,98.96,97.43,98.92,9.93,2.61,69600.03,2.31,0.44
52,2021-08-25,13118,32,GUASB118_L03B,1.0,0.23,99.28,96.47,99.03,13.53,2.21,18154.06,1.45,0.25
53,2021-08-25,13118,33,GUASB118_L03C,1.0,0.17,99.27,93.98,99.32,13.87,3.53,16080.23,2.34,0.72
54,2021-08-25,13120,21,GUASB120_L01A,1.0,0.03,98.65,,98.6,10.32,2.72,10192.2,1.75,0.89
55,2021-08-25,13120,22,GUASB120_L01B,1.0,0.21,99.04,,99.06,10.87,3.64,1377.56,1.28,0.63
56,2021-08-25,13120,23,GUASB120_L01C,1.0,0.14,99.63,,99.64,16.85,3.22,536.27,1.26,0.29
57,2021-08-25,13120,31,GUASB120_L03A,1.0,0.12,99.26,96.24,99.26,8.83,2.87,67137.33,1.84,0.47
58,2021-08-25,13120,32,GUASB120_L03B,1.0,0.07,99.54,100.0,99.55,14.38,3.71,37946.41,1.34,0.2
59,2021-08-25,13120,33,GUASB120_L03C,1.0,0.03,99.48,100.0,99.49,15.52,6.23,35191.99,1.07,0.2
60,2021-08-25,13121,21,GUASB121_L01A,1.0,4.0,,,100.0,0.71,1.28,0.2,1.77,0.0
61,2021-08-25,13121,22,GUASB121_L01B,1.0,0.12,90.48,,90.8,8.79,1.56,965.77,2.49,1.54
62,2021-08-25,13121,23,GUASB121_L01C,0.99,0.5,98.53,,98.66,10.39,1.51,482.55,3.1,1.42
63,2021-08-25,13121,31,GUASB121_L03A,1.0,0.2,,,100.0,38.09,1.86,75.55,0.54,0.2
64,2021-08-25,13121,32,GUASB121_L03B,1.0,0.12,99.09,,99.37,23.04,2.25,31856.83,2.05,0.28
65,2021-08-25,13121,33,GUASB121_L03C,1.0,0.13,98.83,,99.07,18.37,2.21,20077.83,2.75,0.17
66,2021-08-25,13122,21,GUASB122_L01A,1.0,0.77,96.83,,97.87,11.68,1.76,1328.39,1.16,1.16
67,2021-08-25,13122,22,GUASB122_L01B,1.0,0.0,96.75,,97.14,13.97,1.8,2657.67,1.58,0.42
68,2021-08-25,13122,23,GUASB122_L01C,1.0,0.17,90.52,,91.35,10.73,2.45,5372.86,1.56,0.99
69,2021-08-25,13122,31,GUASB122_L03A,1.0,0.12,99.5,,99.27,26.99,2.78,17396.51,0.74,0.07
70,2021-08-25,13122,32,GUASB122_L03B,1.0,0.12,98.44,,98.96,23.36,4.35,27563.98,0.56,0.24
71,2021-08-25,13122,33,GUASB122_L03C,1.0,0.08,99.4,,99.43,15.3,2.86,83025.33,1.49,0.22
72,2021-08-25,13123,21,GUASB123_L01A,1.0,0.41,98.33,,98.36,10.34,2.05,4260.86,1.89,1.54
73,2021-08-25,13123,22,GUASB123_L01B,1.0,0.0,,,100.0,9.12,1.47,40.89,0.65,0.0
74,2021-08-25,13123,23,GUASB123_L01C,1.0,0.08,99.15,,99.16,10.97,3.77,16160.89,2.35,0.23
75,2021-08-25,13123,31,GUASB123_L03A,1.0,0.08,99.47,,99.48,12.92,3.16,56599.44,1.6,0.14
76,2021-08-25,13123,32,GUASB123_L03B,1.0,0.09,100.0,,100.0,25.79,1.76,1874.97,0.87,0.2
77,2021-08-25,13123,33,GUASB123_L03C,1.0,0.05,99.38,,99.39,9.73,3.22,107598.22,1.94,0.24
78,2021-08-25,13130,21,GUASG130_L01A,0.99,0.55,58.62,100.0,63.06,9.47,1.39,1380.72,4.87,1.31
79,2021-08-25,13130,22,GUASG130_L01B,1.0,0.29,,100.0,87.5,12.02,1.43,18165.57,3.04,0.56
80,2021-08-25,13130,23,GUASG130_L01C,0.99,3.07,91.3,100.0,63.16,7.8,1.92,812.9,4.85,7.99
81,2021-08-25,13130,31,GUASG130_L03A,1.0,0.32,97.96,100.0,87.13,13.34,2.15,9628.38,3.9,0.42
82,2021-08-25,13130,32,GUASG130_L03B,1.0,0.09,99.09,97.87,98.99,21.5,1.94,13715.2,1.92,0.24
83,2021-08-25,13130,33,GUASG130_L03C,1.0,0.69,,100.0,80.35,17.76,2.5,7926.94,3.64,0.24
84,2021-08-25,13134,21,GUAAB134_L01A,1.0,0.02,99.17,,99.1,11.31,3.72,4103.09,1.03,0.39
85,2021-08-25,13134,22,GUAAB134_L01B,1.0,0.04,99.36,,99.55,16.89,3.53,14739.62,0.72,0.09
86,2021-08-25,13134,23,GUAAB134_L01C,1.0,0.0,98.33,,99.11,21.33,2.9,2407.41,0.43,0.15
87,2021-08-25,13134,31,GUAAB134_L03A,1.0,0.05,99.4,100.0,99.44,11.36,5.6,23129.48,0.99,0.48
88,2021-08-25,13134,32,GUAAB134_L03B,1.0,0.02,99.38,97.14,99.51,14.56,4.56,78344.89,0.75,0.14
89,2021-08-25,13134,33,GUAAB134_L03C,1.0,0.01,99.77,100.0,99.86,20.96,3.34,46949.95,0.48,0.05
90,2021-08-25,13135,21,GUAPP135_L01A,1.0,0.0,98.81,,99.06,21.82,4.46,9596.14,0.3,0.3
91,2021-08-25,13135,22,GUAPP135_L01B,1.0,0.02,98.64,,99.17,14.89,4.39,8644.57,0.38,0.14
92,2021-08-25,13135,23,GUAPP135_L01C,1.0,0.03,93.71,,98.66,19.18,4.35,6746.43,0.31,0.0
93,2021-08-25,13135,31,GUAPP135_L03A,1.0,0.01,99.31,,99.54,22.44,5.07,24419.7,0.37,0.16
94,2021-08-25,13135,32,GUAPP135_L03B,1.0,0.02,99.02,,99.27,21.81,5.76,32208.74,0.29,0.3
95,2021-08-25,13135,33,GUAPP135_L03C,1.0,0.02,99.12,100.0,99.53,27.05,11.24,29495.63,0.3,0.11
96,2021-08-25,13136,21,GUASG136_L01A,1.0,0.05,99.23,,99.31,6.51,1.59,2377.02,1.8,0.19
97,2021-08-25,13136,22,GUASG136_L01B,0.99,0.18,98.57,,99.1,18.32,3.11,2134.55,0.65,0.63
98,2021-08-25,13136,23,GUASG136_L01C,1.0,0.11,99.31,,99.36,7.26,2.52,16433.64,0.71,0.53
99,2021-08-25,13136,31,GUASG136_L03A,1.0,0.24,99.21,,99.16,10.52,2.45,23442.78,2.16,0.9
100,2021-08-25,13136,32,GUASG136_L03B,1.0,0.2,98.96,100.0,99.01,10.83,3.18,35366.07,1.08,0.52
101,2021-08-25,13136,33,GUASG136_L03C,1.0,0.15,99.22,,99.16,8.24,2.35,69666.79,1.07,0.56
102,2021-08-25,13136,41,GUASG136_L07A,1.0,0.03,99.41,100.0,99.47,24.87,6.94,17578.72,1.32,0.25
103,2021-08-25,13136,42,GUASG136_L07B,1.0,0.01,99.44,100.0,99.44,29.37,3.25,32422.98,0.85,0.17
104,2021-08-25,13136,43,GUASG136_L07C,1.0,0.01,99.07,97.96,99.1,14.82,3.4,69072.69,0.84,0.33
105,2021-08-25,13137,21,GUABM137_L01A,1.0,0.26,98.43,,98.05,19.87,1.68,2402.75,1.26,0.47
106,2021-08-25,13137,22,GUABM137_L01B,1.0,0.0,97.79,,97.47,18.68,1.92,1428.72,1.61,0.52
107,2021-08-25,13137,23,GUABM137_L01C,0.99,0.6,97.99,,98.07,12.96,4.65,2097.21,2.42,2.31
108,2021-08-25,13137,31,GUABM137_L03A,1.0,0.1,99.23,,99.27,15.13,2.61,27227.72,1.18,0.43
109,2021-08-25,13137,32,GUABM137_L03B,1.0,0.0,99.37,,99.48,35.16,8.8,6491.93,0.45,1.18
110,2021-08-25,13137,33,GUABM137_L03C,1.0,0.6,99.3,,99.39,10.06,1.93,18973.56,1.95,1.66
111,2021-08-25,13137,41,GUABM137_L07A,1.0,0.05,99.17,96.96,99.2,33.05,3.98,57921.08,1.11,0.27
112,2021-08-25,13137,42,GUABM137_L07B,1.0,0.03,99.33,98.39,99.4,21.28,3.36,54920.61,2.1,0.42
113,2021-08-25,13137,43,GUABM137_L07C,1.0,0.14,98.97,92.31,99.15,10.15,1.88,4162.43,2.76,0.98
114,2021-08-25,13138,21,GUAAB138_L01A,1.0,0.48,98.77,,98.89,13.63,2.82,754.77,0.64,1.16
115,2021-08-25,13138,22,GUAAB138_L01B,1.0,0.02,98.97,,99.18,7.48,5.04,22170.36,1.07,0.26
116,2021-08-25,13138,23,GUAAB138_L01C,1.0,0.0,98.79,,98.28,12.33,2.34,3415.95,1.68,0.41
117,2021-08-25,13138,31,GUAAB138_L03A,1.0,0.29,99.44,,99.01,20.34,6.18,3210.83,0.73,1.03
118,2021-08-25,13138,32,GUAAB138_L03B,1.0,0.16,98.79,,98.97,5.55,5.01,46085.41,1.23,0.6
119,2021-08-25,13138,33,GUAAB138_L03C,1.0,0.13,97.79,,99.1,9.14,3.76,4038.41,1.29,0.88
120,2021-08-25,13138,41,GUAAB138_L07A,1.0,0.04,98.12,100.0,98.57,57.28,4.17,3042.95,0.65,0.55
121,2021-08-25,13138,42,GUAAB138_L07B,1.0,0.02,96.72,97.7,98.93,7.35,5.03,113185.06,0.81,0.12
122,2021-08-25,13138,43,GUAAB138_L07C,1.0,0.0,97.88,100.0,99.11,71.29,5.25,4247.91,0.75,0.26
123,2021-08-25,13139,21,GUABC139_L01A,0.98,1.26,91.42,,91.48,9.23,2.19,304.48,2.79,3.51
124,2021-08-25,13139,22,GUABC139_L01B,1.0,0.09,98.42,,98.48,28.89,2.07,25743.08,1.33,0.33
125,2021-08-25,13139,23,GUABC139_L01C,1.0,0.16,88.46,,91.36,10.66,1.7,9866.5,2.16,0.45
126,2021-08-25,13139,31,GUABC139_L03A,1.0,0.23,98.53,100.0,98.52,11.52,2.78,22168.05,2.69,0.61
127,2021-08-25,13139,32,GUABC139_L03B,1.0,0.15,98.61,,98.58,9.39,2.05,102644.49,2.51,0.54
128,2021-08-25,13139,33,GUABC139_L03C,1.0,0.07,98.75,,97.56,28.23,4.89,9092.79,1.47,0.13
129,2021-08-25,13139,41,GUABC139_L07A,1.0,0.09,99.13,,99.29,31.61,3.08,9201.84,3.27,0.35
130,2021-08-25,13139,42,GUABC139_L07B,1.0,0.03,99.31,98.55,99.43,19.79,3.43,97530.85,2.49,0.25
131,2021-08-25,13139,43,GUABC139_L07C,1.0,0.0,96.9,100.0,97.76,47.37,3.63,13725.06,1.38,0.08
132,2021-08-25,13140,21,GUANG140_L01A,0.99,0.79,69.28,,73.6,11.94,2.23,1971.86,3.02,2.51
133,2021-08-25,13140,22,GUANG140_L01B,1.0,0.31,99.06,,98.91,9.57,1.94,10465.08,8.61,0.74
134,2021-08-25,13140,23,GUANG140_L01C,0.99,0.68,95.3,,95.35,10.45,1.44,2511.86,3.31,2.19
135,2021-08-25,13140,31,GUANG140_L03A,1.0,0.24,98.56,97.21,98.61,14.02,2.27,61922.45,3.05,0.4
136,2021-08-25,13140,32,GUANG140_L03B,1.0,0.48,98.23,100.0,98.39,44.24,3.39,1079.24,6.85,0.76
137,2021-08-25,13140,33,GUANG140_L03C,1.0,0.27,98.55,98.6,98.55,14.14,2.53,31415.27,2.85,0.57
138,2021-08-25,13142,21,GUABM142_L01A,1.0,0.07,97.81,,97.66,19.49,3.95,6626.57,1.25,0.29
139,2021-08-25,13142,22,GUABM142_L01B,1.0,0.73,94.74,,94.13,19.25,2.07,1572.73,1.5,2.96
140,2021-08-25,13142,23,GUABM142_L01C,1.0,0.0,89.6,,86.91,15.29,2.97,2913.41,1.73,0.52
141,2021-08-25,13142,31,GUABM142_L03A,1.0,0.1,99.22,,99.25,21.99,4.94,11218.98,1.09,0.44
142,2021-08-25,13142,32,GUABM142_L03B,1.0,0.06,98.15,,98.28,25.15,2.69,10775.88,1.02,0.33
143,2021-08-25,13142,33,GUABM142_L03C,1.0,0.0,98.8,,98.89,47.81,5.16,4291.58,0.54,0.12
144,2021-08-25,13142,41,GUABM142_L07A,1.0,0.01,99.27,100.0,99.33,33.24,3.95,39168.64,0.77,0.15
145,2021-08-25,13142,42,GUABM142_L07B,1.0,0.02,99.03,98.06,99.32,31.53,3.16,26759.91,1.1,0.18
146,2021-08-25,13142,43,GUABM142_L07C,1.0,0.0,99.12,93.33,99.12,58.81,4.08,52946.53,0.68,0.1
147,2021-08-25,13143,21,GUABM143_L01A,1.0,0.04,97.87,,98.44,13.89,3.34,7093.82,0.62,0.22
148,2021-08-25,13143,22,GUABM143_L01B,1.0,0.09,93.95,,96.18,22.9,2.26,2804.63,0.89,0.28
149,2021-08-25,13143,23,GUABM143_L01C,0.99,1.01,98.39,,98.79,33.1,4.48,18417.13,0.75,1.64
150,2021-08-25,13143,31,GUABM143_L03A,1.0,0.05,99.5,,99.59,20.39,3.63,59748.39,0.73,0.18
151,2021-08-25,13143,32,GUABM143_L03B,1.0,0.08,98.75,,99.02,25.22,2.27,23980.05,0.71,0.31
152,2021-08-25,13143,33,GUABM143_L03C,1.0,0.07,99.32,,99.39,19.17,3.57,43068.11,1.06,0.29
153,2021-08-25,13143,41,GUABM143_L07A,1.0,0.01,99.4,96.97,99.64,33.38,3.84,107871.14,0.55,0.1
154,2021-08-25,13143,42,GUABM143_L07B,1.0,0.01,99.3,100.0,99.49,46.33,4.47,67124.6,0.68,0.1
155,2021-08-25,13143,43,GUABM143_L07C,1.0,0.02,99.15,98.05,99.25,20.73,4.2,100145.18,1.45,0.16
156,2021-08-25,13144,21,GUASB144_L01A,1.0,0.0,100.0,,100.0,1.26,1.15,0.05,1.59,0.0
157,2021-08-25,13144,22,GUASB144_L01B,0.99,0.16,100.0,,100.0,28.65,5.1,3059.97,1.7,0.16
158,2021-08-25,13144,23,GUASB144_L01C,0.95,0.0,,,100.0,0.29,,0.08,1.27,0.0
159,2021-08-25,13144,31,GUASB144_L03A,1.0,0.06,98.63,,98.73,18.79,2.05,123.41,1.04,0.3
160,2021-08-25,13144,32,GUASB144_L03B,1.0,0.15,98.76,96.43,98.72,28.15,3.32,33681.34,1.05,0.28
161,2021-08-25,13144,33,GUASB144_L03C,1.0,0.0,92.98,,97.57,16.76,2.61,109.63,0.84,0.65
162,2021-08-25,13145,21,GUASB145_L01A,0.99,2.2,,,100.0,10.67,2.72,1382.01,1.55,3.08
163,2021-08-25,13145,22,GUASB145_L01B,1.0,0.58,,,96.55,12.75,1.54,435.3,3.37,0.58
164,2021-08-25,13145,23,GUASB145_L01C,1.0,0.17,,,100.0,10.14,2.94,16848.94,1.99,0.42
165,2021-08-25,13145,31,GUASB145_L03A,1.0,0.22,,100.0,96.17,18.29,3.67,13053.65,1.9,0.35
166,2021-08-25,13145,32,GUASB145_L03B,1.0,0.35,,92.31,89.56,12.62,2.7,1203.59,2.01,1.03
167,2021-08-25,13145,33,GUASB145_L03C,1.0,0.18,,98.8,97.46,9.36,2.91,89451.7,2.06,0.27
168,2021-08-25,13158,21,GUANB158_L01A,0.98,0.83,100.0,,100.0,17.17,1.7,362.63,1.1,1.81
169,2021-08-25,13158,22,GUANB158_L01B,0.99,0.0,100.0,,88.89,12.01,2.77,0.82,0.66,0.95
170,2021-08-25,13158,23,GUANB158_L01C,0.99,1.41,100.0,,95.65,11.26,1.54,163.51,1.03,3.88
171,2021-08-25,13158,31,GUANB158_L03A,1.0,0.13,99.62,100.0,99.75,31.16,3.18,65297.46,0.88,0.16
172,2021-08-25,13158,32,GUANB158_L03B,1.0,0.0,99.65,89.66,99.72,44.47,3.95,12734.57,0.64,0.02
173,2021-08-25,13158,33,GUANB158_L03C,1.0,0.23,99.4,98.7,99.46,13.31,2.86,18839.17,1.02,0.3
174,2021-08-25,13159,21,GUANB159_L01A,0.98,0.98,99.24,,99.33,15.69,2.38,4303.8,1.0,2.3
175,2021-08-25,13159,22,GUANB159_L01B,0.99,0.28,98.6,,97.66,6.31,2.72,1903.05,2.4,0.73
176,2021-08-25,13159,23,GUANB159_L01C,1.0,0.58,80.98,,81.12,15.87,3.97,2428.77,1.35,2.53
177,2021-08-25,13159,31,GUANB159_L03A,1.0,0.06,99.32,100.0,99.38,11.7,3.43,121026.99,1.03,0.14
178,2021-08-25,13159,32,GUANB159_L03B,1.0,0.16,99.08,92.42,99.26,10.87,2.79,36411.03,1.93,0.32
179,2021-08-25,13159,33,GUANB159_L03C,1.0,0.18,90.09,99.22,92.5,11.19,2.41,25105.18,0.93,0.41
180,2021-08-25,13162,21,GUAAB162_L01A,0.97,0.86,96.14,,96.21,12.15,1.38,4804.95,1.93,2.24
181,2021-08-25,13162,22,GUAAB162_L01B,1.0,0.28,98.43,,97.07,6.79,2.12,19755.29,2.21,0.57
182,2021-08-25,13162,23,GUAAB162_L01C,1.0,0.06,98.53,,97.93,10.74,1.6,2412.19,1.76,0.36
183,2021-08-25,13162,31,GUAAB162_L03A,1.0,0.11,99.48,100.0,99.55,17.56,2.17,34976.73,1.18,0.24
184,2021-08-25,13162,32,GUAAB162_L03B,1.0,0.15,99.23,98.97,99.24,16.35,3.57,62361.42,1.59,0.39
185,2021-08-25,13162,33,GUAAB162_L03C,1.0,0.05,99.05,66.67,99.16,22.23,3.33,5284.5,0.82,0.08
186,2021-08-25,13163,21,GUANG163_L01A,1.0,0.7,97.95,80.0,98.37,9.55,2.98,5104.73,1.73,1.73
187,2021-08-25,13163,22,GUANG163_L01B,1.0,0.44,96.28,100.0,97.87,7.55,2.3,12442.34,4.31,0.73
188,2021-08-25,13163,23,GUANG163_L01C,1.0,0.69,99.52,,99.67,21.67,2.3,8595.49,1.58,0.91
189,2021-08-25,13163,31,GUANG163_L03A,1.0,0.07,99.19,96.21,98.76,27.0,5.31,23668.92,0.69,0.13
190,2021-08-25,13163,32,GUANG163_L03B,1.0,0.39,88.0,98.06,97.96,6.96,2.07,57789.79,4.48,0.66
191,2021-08-25,13163,33,GUANG163_L03C,1.0,0.17,98.79,98.68,97.99,23.47,2.62,67094.2,1.39,0.33
192,2021-08-25,13164,21,GUANB164_L01A,1.0,0.0,96.61,,98.54,13.16,3.92,834.55,0.5,0.18
193,2021-08-25,13164,22,GUANB164_L01B,1.0,0.0,99.26,,99.5,10.24,3.96,2979.44,0.87,0.23
194,2021-08-25,13164,23,GUANB164_L01C,1.0,0.01,97.31,,96.48,13.79,2.8,13571.8,0.9,0.09
195,2021-08-25,13164,31,GUANB164_L03A,1.0,0.09,99.01,100.0,99.0,12.22,2.47,51448.4,1.56,0.2
196,2021-08-25,13164,32,GUANB164_L03B,1.0,0.08,99.37,99.24,99.38,9.96,2.36,44094.49,1.43,0.27
197,2021-08-25,13164,33,GUANB164_L03C,1.0,0.06,98.5,99.36,98.59,7.71,3.19,96845.58,1.3,0.22
198,2021-08-25,13165,21,GUANB165_L01A,0.99,0.37,81.25,,93.02,26.7,1.71,3346.39,1.02,1.05
199,2021-08-25,13165,22,GUANB165_L01B,0.98,1.06,96.15,,96.15,4.06,1.77,45.5,3.91,2.13
200,2021-08-25,13165,23,GUANB165_L01C,1.0,0.24,93.21,,92.9,12.08,2.08,4094.28,1.53,0.42
201,2021-08-25,13165,31,GUANB165_L03A,1.0,0.07,100.0,98.21,100.0,37.12,3.13,52876.81,0.76,0.13
202,2021-08-25,13165,32,GUANB165_L03B,1.0,0.27,99.39,100.0,99.37,13.15,5.16,2936.8,3.78,0.86
203,2021-08-25,13165,33,GUANB165_L03C,1.0,0.04,99.34,,99.31,20.55,3.24,66126.28,1.03,0.13
204,2021-08-25,13167,21,GUANB167_L01A,1.0,0.27,97.5,,97.72,9.85,2.5,5129.78,1.3,0.59
205,2021-08-25,13167,22,GUANB167_L01B,0.99,0.58,97.12,,97.54,5.03,1.64,1215.83,2.5,1.68
206,2021-08-25,13167,23,GUANB167_L01C,1.0,0.04,97.03,,97.21,8.55,2.75,20737.97,1.3,0.29
207,2021-08-25,13167,31,GUANB167_L03A,1.0,0.08,99.35,,99.38,6.76,3.12,70194.83,1.24,0.18
208,2021-08-25,13167,32,GUANB167_L03B,1.0,0.26,99.39,,99.45,9.21,2.42,18398.41,1.99,0.57
209,2021-08-25,13167,33,GUANB167_L03C,1.0,0.06,98.64,,98.77,5.34,6.48,135797.97,1.24,0.13
210,2021-08-25,13168,21,GUABM168_L01A,1.0,0.0,99.27,,99.43,27.19,5.32,5991.01,0.47,0.3
211,2021-08-25,13168,22,GUABM168_L01B,1.0,0.0,98.88,,99.05,12.38,4.09,256.23,0.73,0.74
212,2021-08-25,13168,23,GUABM168_L01C,1.0,0.0,99.07,,99.37,20.85,4.22,2475.53,0.53,0.26
213,2021-08-25,13168,31,GUABM168_L03A,1.0,0.17,99.38,,99.39,9.22,3.07,92718.24,1.53,0.53
214,2021-08-25,13168,32,GUABM168_L03B,1.0,0.07,99.45,,99.44,15.99,4.53,55274.64,1.11,0.26
215,2021-08-25,13168,33,GUABM168_L03C,1.0,0.05,99.07,94.92,99.12,14.4,4.53,65007.97,1.58,0.5
216,2021-08-25,13168,41,GUABM168_L07A,1.0,0.04,99.35,97.09,99.43,29.59,6.6,92907.36,1.01,0.28
217,2021-08-25,13168,42,GUABM168_L07B,1.0,0.01,99.4,98.05,99.5,46.53,4.62,63594.18,1.06,0.13
218,2021-08-25,13168,43,GUABM168_L07C,1.0,0.01,99.02,,98.99,24.51,3.55,82708.47,1.17,0.12
219,2021-08-25,13169,21,GUANB169_L01A,1.0,0.04,97.06,,98.08,28.77,5.41,6312.28,0.67,0.34
