,COLLECTTIME,ENODEBID,CELLID,CELLNAME,ERAB_SR,ERAB_DR,X2_HOSR,IRAT_HOSR,IntraFreq_HOSR,DL_Thr_Mbps,UL_Thr_Mbps,PS_DL_Traf_MB,MS-BS_Distance,ERAB_DR_Usr
6508,2021-08-27,14716,31,MARCE716_L03A,1.0,0.15,96.16,100.0,96.92,5.08,2.1,101156.54,2.63,0.41
6509,2021-08-27,14716,32,MARCE716_L03B,1.0,0.21,95.32,97.62,95.96,6.84,2.69,50290.35,3.91,0.42
6510,2021-08-27,14716,33,MARCE716_L03C,1.0,0.13,95.17,100.0,96.02,8.67,2.4,75973.04,1.81,0.29
6511,2021-08-27,14716,41,MARCE716_L07A,1.0,0.03,96.15,90.91,99.5,30.06,3.99,115722.67,3.09,0.27
6512,2021-08-27,14716,42,MARCE716_L07B,1.0,0.05,97.25,85.62,98.31,29.4,2.76,79993.11,4.07,0.55
6513,2021-08-27,14716,43,MARCE716_L07C,1.0,0.02,97.21,100.0,97.96,28.62,3.38,79882.39,2.17,0.26
6514,2021-08-27,14717,21,MARCE717_L01A,1.0,0.24,97.51,100.0,98.01,6.79,9.67,9004.29,0.84,0.93
6515,2021-08-27,14717,22,MARCE717_L01B,1.0,0.06,96.74,91.67,98.48,9.66,4.71,8978.08,0.73,0.4
6516,2021-08-27,14717,23,MARCE717_L01C,1.0,0.17,93.7,,94.07,4.57,5.29,1280.5,4.74,1.5
6517,2021-08-27,14717,31,MARCE717_L03A,1.0,0.15,97.44,97.96,98.26,7.64,5.0,62187.99,0.8,0.56
6518,2021-08-27,14717,32,MARCE717_L03B,1.0,0.02,86.93,100.0,97.55,11.03,6.28,52956.61,0.6,0.12
6519,2021-08-27,14717,33,MARCE717_L03C,1.0,0.1,96.0,100.0,97.54,9.61,3.25,15905.51,1.07,0.28
6520,2021-08-27,14718,21,MARCE718_L01A,1.0,0.27,92.53,100.0,93.06,18.43,3.15,2204.02,1.86,1.5
6521,2021-08-27,14718,22,MARCE718_L01B,1.0,0.06,90.67,100.0,93.58,35.73,8.2,2962.05,0.82,0.99
6522,2021-08-27,14718,23,MARCE718_L01C,1.0,0.28,78.53,98.21,78.83,5.4,3.14,27945.69,2.09,1.4
6523,2021-08-27,14718,31,MARCE718_L03A,1.0,0.07,92.29,100.0,92.99,12.95,3.05,45462.3,1.48,0.67
6524,2021-08-27,14718,32,MARCE718_L03B,1.0,0.08,90.77,100.0,93.72,10.05,4.32,82556.12,1.14,0.19
6525,2021-08-27,14718,33,MARCE718_L03C,1.0,0.16,87.15,100.0,87.14,7.74,4.4,60517.65,1.46,0.98
6526,2021-08-27,14718,41,MARCE718_L07A,1.0,0.01,96.36,95.07,99.74,38.19,3.77,36524.17,1.42,0.11
6527,2021-08-27,14718,42,MARCE718_L07B,1.0,0.01,97.92,99.14,98.56,45.35,4.56,72222.39,1.05,0.31
6528,2021-08-27,14718,43,MARCE718_L07C,1.0,0.01,94.51,98.2,98.25,18.66,3.48,94092.36,1.22,0.39
6529,2021-08-27,14719,21,MARSC719_L01A,1.0,0.14,98.06,80.0,98.0,13.64,2.93,1773.81,2.74,3.73
6530,2021-08-27,14719,22,MARSC719_L01B,0.98,0.74,97.09,,97.22,16.69,2.96,929.9,1.89,2.68
6531,2021-08-27,14719,23,MARSC719_L01C,1.0,1.26,98.78,100.0,98.84,33.35,4.63,242.87,2.09,1.89
6532,2021-08-27,14719,31,MARSC719_L03A,1.0,0.11,98.29,98.53,98.29,12.5,4.11,24598.26,2.44,0.85
6533,2021-08-27,14719,32,MARSC719_L03B,1.0,0.05,98.38,100.0,98.37,22.51,4.05,59266.68,1.62,0.55
6534,2021-08-27,14719,33,MARSC719_L03C,1.0,0.0,98.48,,98.62,39.04,4.3,4401.95,1.07,0.31
6535,2021-08-27,14719,41,MARSC719_L07A,1.0,0.02,98.19,97.7,98.04,40.64,3.37,35449.56,2.01,0.69
6536,2021-08-27,14719,42,MARSC719_L07B,1.0,0.02,97.67,94.92,98.93,55.07,3.42,15750.48,1.82,0.32
6537,2021-08-27,14719,43,MARSC719_L07C,1.0,0.02,97.16,100.0,99.36,58.7,3.69,4141.07,1.41,0.56
6538,2021-08-27,14720,21,MARSC720_L01A,1.0,0.12,97.06,100.0,97.25,17.51,3.13,8761.24,1.86,1.03
6539,2021-08-27,14720,22,MARSC720_L01B,1.0,0.0,95.88,77.78,96.18,27.13,3.93,11633.07,0.8,0.61
6540,2021-08-27,14720,23,MARSC720_L01C,1.0,0.16,88.33,87.5,91.41,7.94,17.33,213.46,1.64,1.59
6541,2021-08-27,14720,31,MARSC720_L03A,1.0,0.03,90.74,98.36,91.07,18.95,4.08,63506.95,1.44,1.03
6542,2021-08-27,14720,32,MARSC720_L03B,1.0,0.06,95.79,96.1,96.55,16.9,3.63,41802.54,1.46,0.22
6543,2021-08-27,14720,33,MARSC720_L03C,1.0,0.04,75.24,100.0,85.53,39.18,13.86,26614.62,1.22,0.6
6544,2021-08-27,14722,21,MARSC722_L01A,1.0,0.15,92.83,97.32,93.59,19.36,4.0,11083.7,2.43,0.36
6545,2021-08-27,14722,22,MARSC722_L01B,1.0,0.0,71.43,,87.5,5.91,1.87,0.1,0.32,35.29
6546,2021-08-27,14722,23,MARSC722_L01C,0.99,0.0,100.0,,100.0,12.33,1.6,76.78,2.11,0.55
6547,2021-08-27,14722,31,MARSC722_L03A,1.0,0.03,97.98,96.3,97.82,33.26,4.85,108704.64,2.13,0.07
6548,2021-08-27,14722,32,MARSC722_L03B,1.0,0.0,,,100.0,50.2,2.25,82.71,0.26,0.0
6549,2021-08-27,14722,33,MARSC722_L03C,1.0,0.0,100.0,100.0,100.0,13.63,2.15,144.63,1.98,0.26
6550,2021-08-27,14723,21,MARSC723_L01A,0.99,0.89,65.56,100.0,67.88,2.28,1.28,143.53,1.19,7.6
6551,2021-08-27,14723,22,MARSC723_L01B,0.99,1.28,88.17,95.45,83.33,2.73,2.03,7383.76,5.5,2.46
6552,2021-08-27,14723,23,MARSC723_L01C,0.97,1.07,50.61,100.0,57.99,4.24,1.86,5078.91,3.28,3.42
6553,2021-08-27,14723,31,MARSC723_L03A,1.0,0.12,71.22,96.43,76.69,12.58,2.32,76185.95,0.97,0.7
6554,2021-08-27,14723,32,MARSC723_L03B,1.0,0.14,97.38,95.4,97.4,2.12,2.79,74681.7,4.07,0.3
6555,2021-08-27,14723,33,MARSC723_L03C,1.0,0.08,86.99,98.38,87.84,4.06,3.62,83566.04,2.57,0.68
6556,2021-08-27,14724,21,MARSC724_L01A,1.0,0.41,91.09,95.83,93.92,9.55,3.0,12725.76,1.75,0.57
6557,2021-08-27,14724,22,MARSC724_L01B,0.99,1.57,82.69,100.0,89.89,33.11,2.66,18246.42,1.69,4.0
6558,2021-08-27,14724,23,MARSC724_L01C,0.98,0.95,94.96,100.0,95.56,6.71,1.76,7066.68,4.31,2.79
6559,2021-08-27,14724,31,MARSC724_L03A,1.0,0.09,95.04,99.3,99.4,11.71,3.22,99196.67,1.44,0.11
6560,2021-08-27,14724,32,MARSC724_L03B,1.0,0.52,82.69,100.0,95.24,20.23,2.82,35364.28,1.76,1.01
6561,2021-08-27,14724,33,MARSC724_L03C,1.0,0.23,89.57,98.7,82.27,5.03,2.85,104505.31,4.48,0.37
6562,2021-08-27,14724,41,MARSC724_L07A,1.0,0.02,95.45,100.0,100.0,43.75,6.11,76120.68,0.98,0.04
6563,2021-08-27,14724,42,MARSC724_L07B,1.0,0.13,83.33,100.0,98.85,47.05,3.48,59443.2,1.25,0.35
6564,2021-08-27,14724,43,MARSC724_L07C,1.0,0.01,98.18,100.0,97.94,31.58,3.21,32991.23,3.6,0.19
6565,2021-08-27,14725,21,MARSC725_L01A,0.99,0.35,95.56,100.0,99.34,35.13,4.61,9510.12,0.56,1.17
6566,2021-08-27,14725,22,MARSC725_L01B,0.99,0.72,90.47,100.0,90.73,19.55,2.73,12932.14,2.7,2.31
6567,2021-08-27,14725,23,MARSC725_L01C,0.96,0.0,71.79,100.0,83.08,20.26,3.23,93.02,2.48,13.33
6568,2021-08-27,14725,31,MARSC725_L03A,1.0,0.09,98.92,98.87,99.84,21.21,4.3,75748.39,1.39,0.15
6569,2021-08-27,14725,32,MARSC725_L03B,1.0,0.02,53.33,99.38,82.06,20.89,4.35,64535.39,1.56,0.19
6570,2021-08-27,14725,33,MARSC725_L03C,1.0,0.1,96.95,98.39,98.7,36.14,4.8,10337.46,0.64,0.16
6571,2021-08-27,14726,21,MARSC726_L01A,0.99,0.52,91.62,88.89,92.59,8.75,2.68,1439.68,3.25,2.38
6572,2021-08-27,14726,22,MARSC726_L01B,0.98,0.65,97.57,97.3,97.57,5.51,2.1,42887.01,2.26,1.44
6573,2021-08-27,14726,23,MARSC726_L01C,0.99,0.43,80.47,100.0,84.65,4.66,2.16,39484.05,1.71,1.05
6574,2021-08-27,14726,31,MARSC726_L03A,1.0,0.07,98.24,100.0,98.92,16.01,3.29,23856.75,2.52,0.14
6575,2021-08-27,14726,32,MARSC726_L03B,1.0,0.18,96.65,100.0,96.4,4.12,2.33,100636.53,1.98,0.32
6576,2021-08-27,14726,33,MARSC726_L03C,1.0,0.07,97.27,100.0,98.08,3.81,3.24,77350.75,1.28,0.24
6577,2021-08-27,14726,41,MARSC726_L07A,1.0,0.03,97.52,100.0,98.47,31.25,4.11,24258.81,2.08,0.19
6578,2021-08-27,14726,42,MARSC726_L07B,1.0,0.02,98.01,98.7,99.16,9.34,3.63,172519.88,1.92,0.1
6579,2021-08-27,14726,43,MARSC726_L07C,1.0,0.02,98.31,97.55,99.61,3.25,3.25,144326.12,2.09,0.14
6580,2021-08-27,14727,21,MARSC727_L01A,0.98,1.45,92.57,100.0,95.07,6.85,2.43,13380.47,5.44,4.34
6581,2021-08-27,14727,22,MARSC727_L01B,0.98,1.54,76.51,94.12,88.05,3.11,2.23,26050.73,5.51,3.01
6582,2021-08-27,14727,23,MARSC727_L01C,0.98,1.64,85.38,97.22,97.57,4.77,2.46,12374.64,4.66,3.08
6583,2021-08-27,14727,31,MARSC727_L03A,1.0,0.33,95.16,97.73,97.06,3.38,2.16,31488.6,4.01,0.51
6584,2021-08-27,14727,32,MARSC727_L03B,1.0,0.2,97.93,100.0,98.49,4.67,2.91,99824.44,4.71,0.39
6585,2021-08-27,14727,33,MARSC727_L03C,1.0,0.15,98.07,97.78,98.55,6.83,3.34,54027.98,3.45,0.32
6586,2021-08-27,14727,41,MARSC727_L07A,1.0,0.04,98.04,96.93,98.59,7.59,2.84,118301.23,4.32,0.28
6587,2021-08-27,14727,42,MARSC727_L07B,1.0,0.03,97.66,98.48,97.27,5.85,3.4,145281.44,4.43,0.22
6588,2021-08-27,14727,43,MARSC727_L07C,1.0,0.05,97.74,99.01,97.77,5.76,4.64,76332.33,3.75,0.31
6589,2021-08-27,14728,21,MARSC728_L01A,1.0,0.6,83.33,100.0,85.29,9.27,2.6,243.13,1.69,1.8
6590,2021-08-27,14728,22,MARSC728_L01B,0.99,0.89,100.0,100.0,100.0,8.41,1.57,144.55,1.69,1.06
6591,2021-08-27,14728,23,MARSC728_L01C,0.94,6.5,100.0,100.0,100.0,17.23,1.85,131.65,1.6,19.51
6592,2021-08-27,14728,31,MARSC728_L03A,1.0,0.0,81.82,100.0,96.55,21.55,1.98,3008.25,1.56,0.39
6593,2021-08-27,14728,32,MARSC728_L03B,1.0,0.22,94.74,100.0,98.04,35.55,3.28,4760.29,0.91,0.22
6594,2021-08-27,14728,33,MARSC728_L03C,1.0,0.0,100.0,91.67,97.48,22.59,1.56,663.71,1.23,0.49
6595,2021-08-27,14729,21,MARSC729_L01A,1.0,0.18,89.62,100.0,90.8,13.45,1.75,14598.41,1.7,0.39
6596,2021-08-27,14729,22,MARSC729_L01B,0.99,0.45,91.41,100.0,91.2,11.38,1.76,8149.84,2.53,0.96
6597,2021-08-27,14729,23,MARSC729_L01C,0.99,0.81,96.91,100.0,97.22,21.4,2.44,14443.76,1.33,2.51
6598,2021-08-27,14729,31,MARSC729_L03A,1.0,0.11,97.5,100.0,98.11,17.48,2.7,27433.59,1.06,0.13
6599,2021-08-27,14729,32,MARSC729_L03B,1.0,0.1,96.67,98.63,99.17,25.85,13.37,28497.46,1.65,0.17
6600,2021-08-27,14729,33,MARSC729_L03C,1.0,0.03,97.75,99.16,99.05,13.28,3.62,103241.49,1.46,0.09
6601,2021-08-27,14730,21,MARSC730_L01A,1.0,0.0,99.02,,99.15,25.64,21.71,246.85,0.37,0.85
6602,2021-08-27,14730,22,MARSC730_L01B,1.0,0.06,91.86,100.0,92.74,12.54,5.29,10214.96,1.5,0.41
6603,2021-08-27,14730,23,MARSC730_L01C,1.0,0.19,85.4,,89.04,7.24,1.69,6006.4,3.17,0.7
6604,2021-08-27,14730,31,MARSC730_L03A,1.0,0.09,99.11,100.0,99.72,28.92,9.06,3767.43,0.34,0.21
6605,2021-08-27,14730,32,MARSC730_L03B,1.0,0.06,98.65,100.0,98.68,12.58,3.13,50566.75,1.65,0.5
6606,2021-08-27,14730,33,MARSC730_L03C,1.0,0.08,97.63,97.67,98.13,11.49,2.95,20856.31,1.91,0.23
6607,2021-08-27,14732,21,MARSA732_L01A,1.0,0.14,94.73,100.0,95.36,10.72,1.53,5930.79,4.98,0.61
6608,2021-08-27,14732,22,MARSA732_L01B,1.0,0.23,97.3,93.33,97.14,10.59,3.22,51200.1,4.35,0.41
6609,2021-08-27,14732,23,MARSA732_L01C,1.0,0.03,97.14,100.0,97.42,18.97,2.42,13554.11,1.84,0.11
6610,2021-08-27,14732,31,MARSA732_L03A,1.0,0.06,98.52,100.0,98.71,10.85,3.43,48328.72,3.23,0.45
6611,2021-08-27,14732,32,MARSA732_L03B,1.0,0.09,95.76,95.37,96.71,7.69,3.65,86709.16,3.14,0.17
6612,2021-08-27,14732,33,MARSA732_L03C,1.0,0.06,97.38,99.13,97.13,7.85,2.95,90011.05,4.22,0.15
6613,2021-08-27,14733,21,MARCE733_L01A,0.99,0.29,97.61,95.45,98.17,11.77,2.83,3373.6,1.33,0.93
6614,2021-08-27,14733,22,MARCE733_L01B,1.0,0.14,76.08,77.78,76.97,8.85,3.68,16985.23,2.12,0.69
6615,2021-08-27,14733,23,MARCE733_L01C,1.0,0.1,96.89,97.56,96.98,10.23,5.41,17127.59,1.83,0.46
6616,2021-08-27,14733,31,MARCE733_L03A,1.0,0.09,96.45,100.0,96.34,10.83,3.56,44765.41,1.55,0.59
6617,2021-08-27,14733,32,MARCE733_L03B,1.0,0.06,97.18,99.33,98.47,14.08,3.85,62255.36,0.79,0.16
6618,2021-08-27,14733,33,MARCE733_L03C,1.0,0.11,98.16,100.0,98.17,10.61,3.46,75109.32,1.46,0.51
6619,2021-08-27,14733,41,MARCE733_L07A,1.0,0.05,98.2,91.43,99.22,31.11,3.84,30424.25,1.28,0.35
6620,2021-08-27,14733,42,MARCE733_L07B,1.0,0.02,96.95,100.0,99.22,41.03,4.05,44337.98,0.62,0.17
6621,2021-08-27,14733,43,MARCE733_L07C,1.0,0.01,97.7,97.86,98.95,14.5,3.57,90287.35,1.42,0.32
6622,2021-08-27,14734,21,MARCE734_L01A,1.0,0.09,97.38,100.0,98.74,7.73,4.04,25680.24,1.12,0.34
6623,2021-08-27,14734,22,MARCE734_L01B,1.0,0.15,96.67,94.44,97.51,14.87,3.69,2882.34,0.8,0.49
6624,2021-08-27,14734,23,MARCE734_L01C,1.0,0.26,96.1,96.24,97.27,7.82,3.42,23108.67,1.39,0.58
6625,2021-08-27,14734,31,MARCE734_L03A,1.0,0.18,97.63,100.0,97.74,5.53,2.52,75144.87,3.02,0.74
6626,2021-08-27,14734,32,MARCE734_L03B,1.0,0.05,98.54,100.0,98.87,17.87,2.98,21104.06,0.67,0.28
6627,2021-08-27,14734,33,MARCE734_L03C,1.0,0.12,98.06,100.0,98.04,6.74,2.9,64634.43,0.95,0.28
6628,2021-08-27,14734,41,MARCE734_L07A,1.0,0.04,98.04,94.15,98.47,22.28,4.04,179016.67,1.72,0.38
6629,2021-08-27,14734,42,MARCE734_L07B,1.0,0.01,97.5,95.45,98.76,50.02,5.34,54811.11,0.54,0.11
6630,2021-08-27,14734,43,MARCE734_L07C,1.0,0.03,93.41,96.92,98.37,10.9,3.44,106509.86,0.93,0.15
6631,2021-08-27,14736,21,MARCE736_L01A,1.0,0.16,83.94,95.65,93.26,1.73,3.33,57342.08,0.84,0.36
6632,2021-08-27,14736,22,MARCE736_L01B,1.0,0.04,98.27,100.0,98.2,14.16,5.53,23530.0,0.51,0.54
6633,2021-08-27,14736,23,MARCE736_L01C,1.0,0.16,97.02,100.0,96.99,13.28,3.01,16823.48,0.77,0.53
6634,2021-08-27,14736,31,MARCE736_L03A,1.0,0.15,94.2,95.24,95.77,6.31,3.82,75074.82,0.71,0.54
6635,2021-08-27,14736,32,MARCE736_L03B,1.0,0.2,96.45,100.0,97.79,15.72,9.07,32569.23,0.53,0.74
6636,2021-08-27,14736,33,MARCE736_L03C,1.0,0.06,96.1,100.0,98.4,13.24,2.87,38259.46,0.67,0.17
6637,2021-08-27,14736,41,MARCE736_L07A,1.0,0.02,97.31,94.31,98.54,11.61,3.44,169018.25,0.69,0.3
6638,2021-08-27,14736,42,MARCE736_L07B,1.0,0.33,96.13,81.51,98.61,12.54,4.26,107922.85,1.53,1.09
6639,2021-08-27,14736,43,MARCE736_L07C,1.0,0.02,97.88,98.61,99.48,14.46,3.84,114734.46,0.57,0.1
6640,2021-08-27,14737,21,MARCE737_L01A,1.0,0.21,35.29,95.12,97.95,3.36,2.42,55629.11,0.76,0.2
6641,2021-08-27,14737,22,MARCE737_L01B,1.0,0.15,33.33,94.44,94.12,3.13,6.36,95547.61,1.37,0.23
6642,2021-08-27,14737,23,MARCE737_L01C,1.0,0.19,50.0,98.68,93.46,2.37,3.04,44349.52,0.66,0.23
6643,2021-08-27,14737,31,MARCE737_L03A,1.0,0.11,37.11,100.0,36.36,7.54,2.37,32026.15,0.64,0.26
6644,2021-08-27,14737,32,MARCE737_L03B,1.0,0.12,42.34,100.0,86.88,8.5,4.69,89482.2,0.62,0.17
6645,2021-08-27,14737,33,MARCE737_L03C,1.0,0.22,37.04,100.0,65.46,8.42,2.37,18868.94,0.54,0.27
6646,2021-08-27,14737,41,MARCE737_L07A,1.0,0.01,47.81,98.92,99.36,14.61,3.46,108298.26,0.55,0.07
6647,2021-08-27,14737,42,MARCE737_L07B,1.0,0.01,59.74,99.02,98.41,16.33,4.03,112156.72,0.55,0.06
6648,2021-08-27,14737,43,MARCE737_L07C,1.0,0.04,60.13,98.24,98.77,11.88,3.2,78663.81,0.5,0.33
6649,2021-08-27,14739,21,MARCE739_L01A,1.0,0.25,90.16,97.83,98.86,9.84,2.83,10152.97,0.61,0.67
6650,2021-08-27,14739,22,MARCE739_L01B,1.0,0.1,95.65,98.91,97.69,9.38,4.57,17865.11,0.44,0.54
6651,2021-08-27,14739,23,MARCE739_L01C,1.0,0.06,97.22,98.46,97.44,6.02,2.2,41707.32,0.79,0.5
6652,2021-08-27,14739,31,MARCE739_L03A,1.0,0.25,87.62,97.39,91.0,5.45,2.08,68668.0,1.87,0.45
6653,2021-08-27,14739,32,MARCE739_L03B,1.0,0.22,86.48,100.0,91.32,6.51,2.74,67240.92,0.71,0.7
6654,2021-08-27,14739,33,MARCE739_L03C,1.0,0.13,92.92,99.02,93.12,4.54,3.06,88057.65,1.57,0.26
6655,2021-08-27,14739,41,MARCE739_L07A,1.0,0.18,97.75,98.92,99.08,40.0,2.61,45063.0,1.15,0.63
6656,2021-08-27,14739,42,MARCE739_L07B,1.0,0.03,97.28,98.61,98.99,48.57,4.69,78779.27,0.38,0.13
6657,2021-08-27,14739,43,MARCE739_L07C,1.0,0.03,97.32,98.15,97.28,23.24,2.78,63376.14,1.43,0.36
6658,2021-08-27,14740,21,MARCE740_L01A,1.0,0.13,95.21,100.0,98.02,1.22,3.69,36761.17,1.06,0.42
6659,2021-08-27,14740,22,MARCE740_L01B,1.0,0.15,96.59,96.55,97.47,5.79,4.15,35892.26,0.76,0.53
6660,2021-08-27,14740,23,MARCE740_L01C,1.0,0.09,95.22,96.0,97.54,3.1,3.1,14950.89,1.03,0.46
6661,2021-08-27,14740,31,MARCE740_L03A,1.0,0.08,92.38,95.83,97.21,2.35,3.28,52505.87,0.94,0.2
6662,2021-08-27,14740,32,MARCE740_L03B,1.0,0.07,97.82,100.0,98.28,9.75,4.16,49042.56,0.65,0.75
6663,2021-08-27,14740,33,MARCE740_L03C,1.0,0.09,98.07,100.0,98.54,9.24,4.11,8390.96,0.64,0.72
6664,2021-08-27,14740,41,MARCE740_L07A,1.0,0.01,98.1,96.19,98.52,5.33,4.24,118854.92,0.73,0.43
6665,2021-08-27,14740,42,MARCE740_L07B,1.0,0.01,95.86,89.93,99.37,6.32,3.87,221718.85,0.68,0.1
6666,2021-08-27,14740,43,MARCE740_L07C,1.0,0.03,93.97,84.6,98.93,2.09,3.63,86330.86,0.76,0.15
6667,2021-08-27,14741,21,MARCE741_L01A,1.0,0.08,93.7,90.91,97.05,14.8,3.29,5453.75,1.03,1.2
6668,2021-08-27,14741,22,MARCE741_L01B,1.0,0.08,97.17,100.0,97.87,12.08,4.65,14913.54,0.65,0.54
6669,2021-08-27,14741,23,MARCE741_L01C,1.0,0.05,95.93,93.75,97.63,3.75,3.27,38344.8,0.92,0.24
6670,2021-08-27,14741,31,MARCE741_L03A,1.0,0.08,98.25,,98.98,18.38,4.95,13076.21,0.79,0.54
6671,2021-08-27,14741,32,MARCE741_L03B,1.0,0.12,91.89,100.0,97.33,6.99,4.9,52083.72,0.9,0.44
6672,2021-08-27,14741,33,MARCE741_L03C,1.0,0.14,96.21,100.0,97.84,6.5,7.15,47611.12,0.81,0.57
6673,2021-08-27,14741,41,MARCE741_L07A,1.0,0.03,98.36,100.0,99.45,29.41,4.03,22456.24,0.74,0.52
6674,2021-08-27,14741,42,MARCE741_L07B,1.0,0.02,98.28,96.49,98.5,16.9,4.67,103980.48,0.98,0.39
6675,2021-08-27,14741,43,MARCE741_L07C,1.0,0.03,97.95,93.97,98.34,3.47,4.0,194300.17,1.25,0.49
6676,2021-08-27,14742,21,MARCE742_L01A,1.0,0.11,97.82,98.65,98.13,5.96,4.22,4027.55,1.37,0.99
6677,2021-08-27,14742,22,MARCE742_L01B,1.0,0.14,97.55,96.43,97.82,5.97,3.01,48026.75,2.51,0.64
6678,2021-08-27,14742,23,MARCE742_L01C,1.0,0.1,97.48,90.7,97.53,3.0,3.42,25840.0,2.26,0.64
6679,2021-08-27,14742,31,MARCE742_L03A,1.0,0.13,91.9,96.77,93.66,6.55,2.95,45790.25,1.31,0.43
6680,2021-08-27,14742,32,MARCE742_L03B,1.0,0.22,96.4,96.77,96.73,4.82,3.17,103607.41,2.8,0.61
6681,2021-08-27,14742,33,MARCE742_L03C,1.0,0.11,97.52,96.3,97.83,4.95,4.43,34725.54,1.53,0.39
6682,2021-08-27,14742,41,MARCE742_L07A,1.0,0.06,97.79,100.0,98.68,76.02,4.94,22186.36,0.72,0.75
6683,2021-08-27,14742,42,MARCE742_L07B,1.0,0.08,98.16,100.0,98.29,18.89,2.44,12838.13,1.33,0.92
6684,2021-08-27,14742,43,MARCE742_L07C,1.0,0.02,98.45,100.0,98.47,14.08,3.21,15624.01,1.15,1.78
6685,2021-08-27,14744,21,MARCE744_L01A,1.0,0.2,97.52,100.0,98.22,3.67,3.07,80787.06,1.71,0.42
6686,2021-08-27,14744,22,MARCE744_L01B,1.0,0.22,97.48,100.0,97.5,2.2,3.99,32887.8,1.4,0.67
6687,2021-08-27,14744,23,MARCE744_L01C,1.0,0.22,97.71,95.24,98.06,13.98,3.52,32792.19,1.34,0.73
6688,2021-08-27,14744,31,MARCE744_L03A,1.0,0.1,98.28,96.43,98.38,2.64,3.42,150625.74,1.46,0.44
6689,2021-08-27,14744,32,MARCE744_L03B,1.0,0.2,96.92,100.0,97.66,2.03,2.83,81524.75,2.23,0.53
6690,2021-08-27,14744,33,MARCE744_L03C,1.0,0.08,98.44,100.0,98.69,15.59,4.13,34694.6,1.03,0.55
6691,2021-08-27,14744,41,MARCE744_L07A,1.0,0.02,97.93,98.55,98.2,6.28,3.12,106126.14,0.97,0.3
6692,2021-08-27,14744,42,MARCE744_L07B,1.0,0.01,96.27,96.0,98.14,6.47,3.9,43055.41,0.97,0.14
6693,2021-08-27,14744,43,MARCE744_L07C,1.0,0.01,98.13,100.0,98.44,21.31,4.33,55486.07,0.69,0.57
6694,2021-08-27,14745,21,MARCE745_L01A,1.0,0.07,97.94,98.97,98.61,4.63,3.87,16841.53,1.13,0.54
6695,2021-08-27,14745,22,MARCE745_L01B,1.0,0.33,97.74,100.0,97.9,6.15,3.35,10993.92,2.68,1.52
6696,2021-08-27,14745,23,MARCE745_L01C,1.0,0.14,93.1,96.67,96.34,2.03,3.2,14734.54,1.34,0.64
6697,2021-08-27,14745,31,MARCE745_L03A,1.0,0.12,97.94,97.06,98.16,3.75,2.36,48302.47,1.45,0.45
6698,2021-08-27,14745,32,MARCE745_L03B,1.0,0.51,91.27,90.48,89.31,6.11,3.64,35100.56,2.81,1.26
6699,2021-08-27,14745,33,MARCE745_L03C,1.0,0.1,96.92,100.0,97.14,2.49,2.61,60543.35,1.57,0.49
6700,2021-08-27,14745,41,MARCE745_L07A,1.0,0.03,98.24,100.0,98.58,23.1,3.34,36063.75,0.77,0.88
6701,2021-08-27,14745,42,MARCE745_L07B,1.0,0.05,98.19,100.0,98.25,15.17,2.71,24410.27,1.18,1.82
6702,2021-08-27,14745,43,MARCE745_L07C,1.0,0.03,97.52,100.0,98.14,3.86,3.55,49501.37,1.16,0.25
6703,2021-08-27,14746,21,MARCE746_L01A,1.0,0.18,96.93,96.08,97.58,9.57,3.46,4044.26,1.85,0.56
6704,2021-08-27,14746,22,MARCE746_L01B,1.0,0.08,91.94,99.36,92.58,11.21,2.74,20299.29,1.29,0.43
6705,2021-08-27,14746,23,MARCE746_L01C,1.0,0.18,97.66,100.0,97.73,11.78,1.79,966.5,1.24,1.25
6706,2021-08-27,14746,31,MARCE746_L03A,1.0,0.1,97.9,100.0,98.24,16.51,3.42,69748.83,1.82,0.26
6707,2021-08-27,14746,32,MARCE746_L03B,1.0,0.09,98.31,95.65,98.17,8.54,2.51,103205.68,1.74,0.54
6708,2021-08-27,14746,33,MARCE746_L03C,1.0,0.02,95.18,100.0,94.5,22.24,2.34,8617.5,0.99,0.5
6709,2021-08-27,14746,41,MARCE746_L07A,1.0,0.01,98.1,100.0,98.56,49.4,3.67,46393.21,1.05,0.13
6710,2021-08-27,14746,42,MARCE746_L07B,1.0,0.01,97.84,93.7,98.39,21.24,3.58,141403.59,1.68,0.22
6711,2021-08-27,14746,43,MARCE746_L07C,1.0,0.02,96.61,100.0,97.7,64.91,7.03,9112.2,0.87,0.24
6712,2021-08-27,14747,21,MARNC747_L01A,0.99,0.46,95.13,100.0,95.5,13.3,1.84,1337.82,2.01,1.0
6713,2021-08-27,14747,22,MARNC747_L01B,1.0,0.59,99.42,,99.69,13.67,6.92,533.72,0.82,1.09
6714,2021-08-27,14747,23,MARNC747_L01C,1.0,0.06,89.92,100.0,90.22,19.37,3.11,4633.96,1.55,0.67
6715,2021-08-27,14747,31,MARNC747_L03A,1.0,0.13,98.59,100.0,99.17,26.17,4.56,3184.56,0.88,0.26
6716,2021-08-27,14747,32,MARNC747_L03B,1.0,0.05,96.6,0.0,97.38,23.67,5.47,15018.96,0.71,0.77
6717,2021-08-27,14747,33,MARNC747_L03C,1.0,0.01,97.84,97.44,97.79,26.0,3.25,60248.87,1.27,0.17
